1,0.611111,0.407407,0.488889,
1,0.75,0.222222,0.342857,
1,0.6,0.111111,0.1875,
2,0.833333,0.37037,0.512821,
2,0.6,0.222222,0.324324,
2,0.75,0.444444,0.55814,
3,0.444444,0.296296,0.355556,
3,0.692308,0.333333,0.45,
3,0.736842,0.518519,0.608696,
4,0.714286,0.555556,0.625,
4,0.653846,0.62963,0.641509,
4,0.8125,0.481481,0.604651,
5,0.846154,0.407407,0.55,
5,0.888889,0.592593,0.711111,
5,0.8,0.592593,0.680851,
6,0.736842,0.518519,0.608696,
6,0.608696,0.518519,0.56,
6,0.761905,0.592593,0.666667,
7,0.842105,0.592593,0.695652,
7,0.782609,0.666667,0.72,
7,0.772727,0.62963,0.693878,
8,0.772727,0.62963,0.693878,
8,0.714286,0.555556,0.625,
8,0.631579,0.444444,0.521739,
9,0.75,0.555556,0.638298,
9,0.75,0.555556,0.638298,
9,0.904762,0.703704,0.791667,
10,0.703704,0.703704,0.703704,
10,0.619048,0.481481,0.541667,
10,0.714286,0.555556,0.625,
20,0.73913,0.62963,0.68,
20,0.6875,0.814815,0.745763,
20,0.666667,0.592593,0.627451,
30,0.769231,0.740741,0.754717,
30,0.75,0.666667,0.705882,
30,0.75,0.777778,0.763636,
40,0.714286,0.555556,0.625,
40,0.689655,0.740741,0.714286,
40,0.809524,0.62963,0.708333,
50,0.733333,0.814815,0.77193,
50,0.84,0.777778,0.807692,
50,0.833333,0.740741,0.784314,
60,0.678571,0.703704,0.690909,
60,0.689655,0.740741,0.714286,
60,0.617647,0.777778,0.688525,
70,0.774194,0.888889,0.827586,
70,0.709677,0.814815,0.758621,
70,0.766667,0.851852,0.807018,
80,0.633333,0.703704,0.666667,
80,0.6875,0.814815,0.745763,
80,0.846154,0.814815,0.830189,
90,0.6,0.777778,0.677419,
90,0.791667,0.703704,0.745098,
90,0.807692,0.777778,0.792453,
100,0.785714,0.814815,0.8,
100,0.64,0.592593,0.615385,
100,0.71875,0.851852,0.779661,
200,0.769231,0.740741,0.754717,
200,0.709677,0.814815,0.758621,
200,0.75,0.888889,0.813559,
300,0.758621,0.814815,0.785714,
300,0.769231,0.740741,0.754717,
300,0.727273,0.592593,0.653061,
400,0.75,0.666667,0.705882,
400,0.676471,0.851852,0.754098,
400,0.807692,0.777778,0.792453,
500,0.78125,0.925926,0.847458,
500,0.794118,1,0.885246,
500,0.806452,0.925926,0.862069,
600,0.758621,0.814815,0.785714,
600,0.740741,0.740741,0.740741,
600,0.814815,0.814815,0.814815,
700,0.657895,0.925926,0.769231,
700,0.655172,0.703704,0.678571,
700,0.758621,0.814815,0.785714,
800,0.678571,0.703704,0.690909,
800,0.807692,0.777778,0.792453,
800,0.774194,0.888889,0.827586,
900,0.705882,0.888889,0.786885,
900,0.821429,0.851852,0.836364,
900,0.735294,0.925926,0.819672,
1000,0.84,0.777778,0.807692,
1000,0.818182,0.666667,0.734694,
1000,0.8,0.888889,0.842105,
